2022-03-31 23:00,0
2022-04-01 0:00,0
2022-04-01 1:00,0
2022-04-01 2:00,0
2022-04-01 3:00,0
2022-04-01 4:00,0
2022-04-01 5:00,0
2022-04-01 6:00,0
2022-04-01 7:00,0
2022-04-01 8:00,0
2022-04-01 9:00,0
2022-04-01 10:00,0
2022-04-01 11:00,0
2022-04-01 12:00,0
2022-04-01 13:00,0
2022-04-01 14:00,0
2022-04-01 15:00,0
2022-04-01 16:00,0
2022-04-01 17:00,0
2022-04-01 18:00,0
2022-04-01 19:00,0
2022-04-01 20:00,0
2022-04-01 21:00,0
2022-04-01 22:00,0
2022-04-01 23:00,0
2022-04-02 0:00,0
2022-04-02 1:00,0
2022-04-02 2:00,0
2022-04-02 3:00,0
2022-04-02 4:00,0
2022-04-02 5:00,0
2022-04-02 6:00,0
2022-04-02 7:00,0
2022-04-02 8:00,0
2022-04-02 9:00,0
2022-04-02 10:00,0
2022-04-02 11:00,0
2022-04-02 12:00,0
2022-04-02 13:00,0
2022-04-02 14:00,0
2022-04-02 15:00,0
2022-04-02 16:00,0
2022-04-02 17:00,0
2022-04-02 18:00,0
2022-04-02 19:00,0
2022-04-02 20:00,0
2022-04-02 21:00,0
2022-04-02 22:00,0
2022-04-02 23:00,0
